sha,is_merge,parents_count,modified_files_count,code_churn,max_file_churn,avg_file_churn,deletions,insertions,net_lines,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,total_token_count,total_nloc,total_complexity,total_changed_method_count,commit_message
c44221a800c10251112d7b3b7dacc7caa4f0e7fc,False,1,9,305,112,33.888888888888886,159,146,-13,0.0,0.6666666666666666,0.8571428571428571,5321,909,90,16,share hardware customization step
caf65781d71531798e59585234e7e8da84014cf4,False,1,4,16,7,4.0,1,17,16,0.5,0.0,1.0,10187,1344,110,5,"Add vsphere-clone mac_address option (#9930)

* add vsphere-clone mac_address option

* check on prepare if network is set together with mac_address"
273a7204405f99172b02dee56501ad7b0c6cbca3,False,1,6,71,50,11.833333333333334,27,61,34,0.0,0.7,1.0,11717,1173,129,9,Add client_cert_token_timeout to address GH-9465 (#10528)
5b3ff89cb075c932ed0f5717711329d3fc3afe85,False,1,7,729,253,104.14285714285714,380,349,-31,1.0,0.0,0.0,11600,1126,102,11,proxmox: move iso.storageConfig to common.storageConfig
6c77d28537f81465a7d733f0e53eb6e6c346c584,False,1,11,918,276,83.45454545454545,452,544,92,0.29577464788732394,0.7887323943661971,0.9014084507042254,15062,1612,175,15,proxmox: Fix additional_iso_files (#10586)
1d9bba6fe383f3c0be4712a73d3b0e18fa6128cd,False,1,2,11,9,5.5,9,6,-3,1.0,1.0,0.0,1817,273,64,2,change AMIEncryptBootVolume to trilean
bcc848a83d81f74ce96643c1c9ef67058ea2dad7,False,1,11,46,10,4.181818181818182,527,490,-37,1.0,0.0,0.0,12067,2045,328,0,were rendering yay
39354f64e54eac5cd0fe962d62f7b581ee137e49,False,1,127,246,12,1.937007874015748,289,308,19,,,,116911,18128,2850,1,"move helper/communicator dir into packer-plugin-sdk

fix imports; fix website and generated partials"
f36554fa0ee1b8f44576c9a22f06f04a10a03608,False,1,18,44,8,2.4444444444444446,177,177,0,,,,26564,4089,691,0,Update redirects and URLs to legacy JSON template docs (#10530)
40947c2bf62124622eeddbf2f9d96508a96fdcd7,False,1,118,10386,276,88.01694915254237,5193,5193,0,0.0,1.0,1.0,156556,13112,426,1,"HCL2: generate hcl tags with go-cty tags too (#9306)

This will allow to generate the config files:

```go
package main

import (
	""fmt""

	""github.com/hashicorp/hcl/v2/gohcl""
	""github.com/hashicorp/hcl/v2/hclwrite""
	""github.com/hashicorp/packer/builder/alicloud/ecs""
)

func main() {
	name := ""name""
	app := ecs.FlatConfig{
		AlicloudImageName: &name,
		ECSSystemDiskMapping: &ecs.FlatAlicloudDiskDevice{
			DiskName: &name,
		},
	}

	f := hclwrite.NewEmptyFile()
	block := gohcl.EncodeAsBlock(&app, `source ""something"" ""something""`)
	f.Body().AppendBlock(block)
	fmt.Printf(""%s"", f.Bytes())
}

```

Will output:

```
source ""something"" ""something"" {
  packer_user_variables      = null
  packer_sensitive_variables = null
  image_name                 = ""name""
  image_share_account        = null
  image_unshare_account      = null
  image_copy_regions         = null
  image_copy_names           = null
  tags                       = null
  tag                        = null
  system_disk_mapping        = { disk_category = null, disk_delete_with_instance = null, disk_descri
ption = null, disk_device = null, disk_encrypted = null, disk_name = ""name"", disk_size = null, disk_
snapshot_id = null }
  image_disk_mappings        = null
  ssh_remote_tunnels         = null
  ssh_local_tunnels          = null
  ssh_public_key             = null
  ssh_private_key            = null
}
```

This is a good first step for #9015 and #9282 

fix #9304"
8ecd16db81fa21341db7f7fb0907f112f19d39bc,False,1,90,180,2,2.0,0,180,180,0.0,1.0,1.0,163633,13059,234,90,regenerate code
65b7d3b604960408f263a2573aa591c0fecd8d18,False,1,6,139,99,23.166666666666668,0,222,222,0.4380165289256198,0.8677685950413223,0.9421487603305785,11060,1094,111,13,"Add Azure CLI authentication (#10157)

Adds the ability to use an active `az login` session for authenticating the Azure builder"
aa29facdae3e85481b1aa858cdde25f715690eea,False,1,3,276,155,92.0,11,465,454,0.2573099415204678,0.4064327485380117,0.8538011695906432,1920,322,83,11,"Allow certificate bearer JWT client authentication

This allows certificate based authentication, both by just referencing
the certificate file as well as by providing a bearer JWT. This last
option allows authentication without exposing the private key to packer
using an expiring JWT containting the thumbprint (and sometimes the
whole certificate for subject/issuer based auth), signed using the
certificate private key."
c4183071624736af1b5f195a60142dfa94ef3931,False,1,1,13,13,13.0,5,8,3,0.0,1.0,0.0,3080,468,93,3,"Add version selection for chef-solo provisioner

Prevents issues such as #1751 when chef changes major versions"
8014dac742544578380d9442737ca7a7acc47534,False,1,2,167,113,83.5,80,169,89,0.0,0.0,1.0,6347,986,187,11,"Add Windows support to Chef provisioners

- Add guest os type to change the default Chef-Solo and Chef-Client provisioner behavior. Paths, commands etc.
- Change Chef installation download location to chef.io domain
- Add encrypted data bag secret configuration"
840e67f7757af8e23174d709799875d9a0508699,False,1,93,385,14,4.139784946236559,223,222,-1,1.0,1.0,0.0,145863,12007,354,103,"HCL2: when we see a map generate an attribute spec instead of a block spec (#9035)

* mapstructure-to-hcl2: when we see a map generate an attribute spec and not a block spec

this will alow to do

tags = {
 key = ""value""
}

instead of

tags {
  key = ""value""
}

This will also enable using variables directly for those tags

* generate code

* update tests"
543fdbd8c258ce135d435cc2dad101e9afda65c1,False,1,1,97,97,97.0,39,58,19,0.0,0.0,1.0,1770,271,57,4,Make JSON attributes work with real JSON!
13da0ef49b2fde6f39f54f63c1bd2848b0b38814,False,1,1,18,18,18.0,9,9,0,,,,1753,268,54,3,Rename configuration `avoid_sudo` to `prevent_sudo`
607372f75a780e79624f9e1a342e86ceb7925c86,False,1,1,336,336,336.0,269,106,-163,0.784,1.0,0.0,1192,194,39,13,provisioner/chef-solo: massive refactor and style nitpick
708165eaa801b10d5dd3d3a2525d66d086c73ac0,False,1,6,357,342,59.5,202,404,202,0.2922077922077922,0.6948051948051948,0.6558441558441559,10694,1594,206,11,"refactoring step_run_spot_instance and swapping out the calls to create a spot instance with a call to create a spot fleet of one, so that we can be more flexible with the instance type when desired"
42444e58e6bca930677802b3d9ab98add954f775,False,1,86,16401,6299,190.7093023255814,2710,15319,12609,0.9425738007380073,0.9040590405904059,0.24607933579335795,293588,50171,9771,1241,Updating step_run_source_instance to add tags at instance start instead of adding them to running instance
77c3c12244f3847762788a30feb3f6ec9f1617ff,False,1,183,14083,4420,76.95628415300547,5906,8406,2500,1.0,0.7020408163265306,0.9306122448979591,930735,168256,27391,848,fix vendoring
e0e82e2192accd4b2a4dc939ba45041b8b926625,False,1,34,13734,4839,403.94117647058823,1070,12855,11785,0.7273050907796369,0.7888928444286223,0.9729441082235671,837671,126317,23187,540,"Support AWS gp3 volumes (#10338)

* Support AWS gp3 volumes
* docs
* tests"
ecd118b6c231fa2d49c8b3d70e381363028a07eb,False,1,72,17660,11577,245.27777777777777,2684,14990,12306,0.7048932959689588,0.9620607889631386,0.770640224186247,446787,74330,14381,851,"Update aws-sdk-go to v1.22.2

Signed-off-by: Brian Dwyer <Brian.Dwyer@broadridge.com>"
87b3a1f99de00da3cd83a9077b8f32de30b2631b,False,1,34,4835,2362,142.2058823529412,406,4436,4030,0.892882818116463,0.918763479511143,0.9640546369518332,337040,55993,10152,313,update aws sdk
8a53385cbc2f61b1a469e6c5e987217c0aff95e0,False,1,1038,348651,39937,335.8872832369942,240,390508,390268,0.4509676526677375,0.5859878359111336,0.8775830641231569,1438347,254503,45023,13462,"Revert ""Remove a bunch of unused dependencies (godep v54+ required)""

This reverts commit 9ed133ea018e2010ff82b9b280e10caeeb0e7644."
dbdb98863480b904c0655d222e55b6102103e464,False,1,1182,365158,39937,308.9323181049069,0,408767,408767,0.4550783695491332,0.5867870192252969,0.8724915483819562,1515564,268056,48152,14454,Vendor all dependencies
e919c2ff443d55829cd19175d81b9776134ea3fa,False,1,73,70806,61546,969.945205479452,36440,45896,9456,0.8258992805755395,0.8413669064748202,0.9386091127098322,410115,68587,13354,5959,GO111MODULE=on go mod vendor && git add vendor/github.com/aws && git add github.com/jmespath/go-jmespath
16604373acb1d8fb39062c1622b433b594373d82,False,1,6,38916,37952,6486.0,0,38917,38917,0.7995658956793055,0.8131316557010106,0.9413959167062335,109113,18215,4213,2774,initial ssm tunnel changes - not working
0fa60c68fbfcf5ef29485489a41f5afa0565bdee,False,1,273,104441,47051,382.56776556776555,34084,74845,40761,0.754406364749082,0.8772949816401469,0.9157282741738066,1503639,239332,44996,7676,"Drop the iso_checksum_type & iso_checksum_url fields (#8437)

* Drop the iso_checksum_type & iso_checksum_url fields

In favor of simply using iso_checksum that will know what to do.

* fix after master merge

* Update builder_test.go

* Update builder_test.go

* Update builder_test.go

* Update builder_test.go

* Update builder_test.go

* remove checksum lowercasing tests

* Update builder_test.go

* Update builder_test.go

* better docs

* Update builder_test.go

* even better docs

* Update config.go

* Update builder_test.go

* Update step_create_vmx_test.go

* make generate

* better docs

* fix imports

* up tests

* Update _ISOConfig-required.html.md

* Update builder_test.go

* don't use sha1.Sum(""none"") as a caching path

* Update builder_test.go

* better docs

* Update iso_config_test.go

remove ISOChecksumType/ISOChecksumURL references

* Update step_download_test.go

* add iso_checksum_url and iso_checksum_type fixers + tests

* add concrete examples of checksum values

* add examples of checksumming from local file

* update go-getter dep

* up deps

* use new go-getter version

* up ESX5Driver.VerifyChecksum: use go-getter's checksumming

* ISOConfig.Prepare: get checksum there in case we need it as a string in ESX5Driver.VerifyChecksum

* Update iso_config.go

* get go-getter from v2 branch

* Update driver_esx5.go

add more comments

* Update driver_esx5.go

* show better error message when the checksum is invalid

* Update builder_test.go

put in a valid checksum to fix tests, checksum is md5(""packer"")

* Update builder_test.go

test invalid and valid checksum

* more test updating

* fix default md5 string to be a valid md5

* TestChecksumFileNameMixedCaseBug: use 'file:' prefix for file checksumming

* Update iso_config_test.go

* Update iso_config_test.go

* Update builder_test.go

* Update builder_test.go

* Update builder_test.go

* Update CHANGELOG.md

* Update CHANGELOG.md

* Update go.mod

* Update go.mod

* Update CHANGELOG.md"
096651e8b560f736de217a6fb5115772b6573eec,False,1,95,13562,6684,142.7578947368421,2901,12853,9952,0.6822566501023093,0.8582285881321251,0.9231218941829874,370715,61742,11975,661,"amazon: Update aws-sdk-go to v1.15.54

This adds support for credential_source, see https://github.com/aws/aws-sdk-go/pull/2201
Closes #6717"
4ebcbad33274e3ebb6bfa6f0b7b436ff5d721f99,False,1,195,31625,5006,162.17948717948718,2771,31407,28636,0.5133840224976565,0.6578481408186647,0.8387667951255078,827928,137508,27914,1448,"update consul and vault dependencies (#9205)

* update consul and vault dependencies

* update triton sign call accorting to https://github.com/joyent/triton-go/pull/135

* Delete readme.md

* put back github.com/mitchellh/reflectwalk to v1.0.0 and explain why

* fix/fixer_pp_docker_tag_tags.go: simplify deduplication loop and keep seen/stable order"
429d43136586716b269333e976df04d430c27586,False,1,58,21099,8820,363.7758620689655,2250,18954,16704,0.7276743874682019,0.9594323202570625,0.898379970544919,809263,134739,26550,1170,"Implement assume_role for Packer. This functionality is copied shamelessly
from the Terraform AWS provider"
8b83cca0649c530ae9aaaec6621c454bca6f1c99,False,1,13,33971,33117,2613.153846153846,15,33977,33962,0.7674696736716214,0.8165897830172562,0.8884332820775671,99772,15611,3432,2014,adding temporary instance profile document policy
8054e66db66fae64ca4415a146607a44df1c9b9d,False,1,12,666,283,55.5,543,208,-335,0.5274725274725275,0.8791208791208791,0.0,2907,537,93,28,"command: move more to this package, remove old packages"
ba74602d632290d8fa326dfcbf8af85d3ba5e948,False,1,4,116,75,29.0,71,176,105,0.14285714285714285,0.14285714285714285,0.5714285714285714,13750,1669,306,5,Allows publishing to a  Shared Image Gallery with a different subscription id (#9875)
5ba134ac5b9f28ee597cc893a26463d713ee419c,False,1,22,11668,5700,530.3636363636364,13219,1029,-12190,1.0,0.9285714285714286,0.0,39659,6492,907,38,"JSON to HCL2 (minimal best-effort) transpiler (#9659)

hcl2_upgrade transforms a JSON build-file in a HCL2 build-file.
This starts a validated Packer core and from that core we generate an HCL 'block' per plugin/configuration. So for a builder, a provisioner, a post-processor or a variable. The contents of each block is just transformed as is and basically all fields are HCL2-ified.
A generated field can be valid in JSON but invalid on HCL2; for example JSON templating (in mapstructure) allows to set arrays of strings - like `x = [""a"", ""b""]` - with single strings - like `x=""a""` -, HCL does not allow this.
Since JSON does not make the distinction between variables and locals, everything will be a variable. So variables that use other variables will not work.
hcl2_upgrade tries to transform go templating interpolation calls to HCL2 calls when possible, leaving the go templating calls like they are in case it cannot.

Work:
* transpiler
* tests
* update hcl v2 library so that output looks great.
* update docs"
1e86c49e321e16cd68d935b0d4bbbf05ba511b21,False,1,1,177,177,177.0,0,177,177,0.2125984251968504,0.5118110236220472,0.6771653543307087,814,143,38,7,Add packer-plugin-check command (#10351)
e89db37717b8a7696d636d88e0adc1f5c8311aed,False,1,3,199,166,66.33333333333333,18,326,308,0.5673758865248227,0.8439716312056738,1.0,1464,258,48,14,"add aws multiplugin binary canary code (#10272)

This creates a new plumbing to allow to have binaries that can define any plugin on any type."
d53488db6886cfaa3a7b93c853653c0a5e153081,False,1,1,259,259,259.0,50,281,231,0.104,0.312,1.0,3864,638,111,10,Add aws_secretsmanager transformation to hcl2_upgrade (#10553)
76e3d57caee0891006b752d749c58cc884a28ebf,False,1,2,786,782,393.0,280,999,719,0.622093023255814,0.9418604651162791,1.0,5923,994,180,15,add with-annotation flag to hcl2_upgrade
3c7944624a02a26e9a9148e11c03fc58a7f31626,False,1,17,378,101,22.235294117647058,90,643,553,0.6510067114093959,0.6845637583892618,1.0,21390,3224,411,30,(3) Add amazon-ami data source (#10467)
d35f342319858e0059f9728e64f078af6a7a136b,False,1,27,48,7,1.7777777777777777,2,51,49,0.0,0.8461538461538461,0.6153846153846154,53269,5471,293,25,add the ability to configure the http bind address. defaults to 0.0.0.0.
bab29060feca581f303bd19663c28d0e286af062,False,1,2,8,4,4.0,0,8,8,0.0,1.0,1.0,5364,416,4,2,regen hcl after master merge
522d122858a1fda077ea79c6c9277a07d5167857,False,1,44,176,4,4.0,44,132,88,0.0,1.0,1.0,124325,9707,132,44,regen all code
905869308df4650c4a8e88cfb3b2d90e9a821f09,False,1,21,1789,348,85.19047619047619,703,1459,756,0.16483516483516483,1.0,0.8983516483516484,16928,1954,196,48,"Split proxmox builder into a common part and iso/clone builders

Clone builder is still just a stub. Proof-of-concept for #9626

Signed-off-by: Calle Pettersson <calle@cape.nu>"
41edd09d3c0e8e0df054535d1202ca8602cccd0e,False,1,47,370,16,7.872340425531915,197,210,13,,,,121462,9724,218,0,undocument temporary_key_pair_name and ssh_private_key_file
e4f975fae1b4b7fb355f6e525b9538b40e1794ef,False,1,7,428,231,61.142857142857146,106,359,253,0.12337662337662338,0.12987012987012986,0.922077922077922,8955,1097,159,10,"Allows for the mounting of ISOs when a Proxmox VM s created. Same as … (#9653)

Allows the mounting of additional ISOs when the VM is created. The config option was taken from PR #9055 and slightly changed. Users can specify an array of bus names, bus numbers and filenames.

""cd_drive"":[
{
""bus"": ""ide"",
""bus_number"": 3,
""filename"": ""isos:iso/virtio-win-0.1.187.iso""
},
{
""bus"": ""sata"",
""bus_number"": 3,
""filename"": ""isos:iso/someother.iso""
}
]

Closes: #7950
Co-authored-by: Calle Pettersson <carlpett@users.noreply.github.com>"
c70870cb83b2119cfb44bdb804a1efa0e2b5ec3c,False,1,100,1762,119,17.62,898,908,10,,,,140440,22035,3983,114,move multierror and multierrorappend into sdk
28f8241a0543711657dca2ff50d95e84255ca451,False,1,45,180,4,4.0,0,188,188,0.0,1.0,1.0,119762,9392,130,45,update generated files
e04eaa89e65bdbd6151c72e22deb286dc6603a93,False,1,984,34777,6431,35.34247967479675,17513,17379,-134,1.0,0.9666666666666667,0.0,471325,85814,12696,3320,move steps and step configs from packer/common to packer/common/commonsteps
a687d6fe121edb837b2aa9f080397472db9998b0,False,1,48,130,26,2.7083333333333335,23,266,243,0.11956521739130435,0.9565217391304348,1.0,127668,10329,286,50,"ci/tech-debt: Fix vmware acceptance tests (#9636)

* add kex algorithm option to ssh config

* regenerate code

* This commit fixes old vmware acceptance tests that have not been run in some time. It does this in two parts:
1) It modifies the minimal vmware build configuration to use a custom kex algorithm, which enables the ssh connection to succeed.
2) It modifies logic in reading and defaulting hardware config values, which was crashing.
3) It adds a new acceptance test with a preseed file to test loading from an http directory."
8ea64c5b35ac673ae437b8218c5e0b9c7e233949,False,1,47,192,8,4.085106382978723,111,111,0,,,,121462,9724,218,0,undocument ssh_keypair_name and ssh_agent_auth
4f77bb0c4a9747eda90ca73deb3b6ecf3c4d5d5c,False,1,47,109,15,2.3191489361702127,0,121,121,0.0,0.94,1.0,120956,9688,218,49,add new ssh_ciphers option
3739970b84af4daa10e62ccbc982927fc63dbbb2,False,1,18,108,44,6.0,17,97,80,0.0,0.0,1.0,45574,3855,154,19,"Adds ability to specify interfaces for http_directroy and VM for the Proxmox builder (#9874)

Adds two config options to the Proxmox builder:
```
http_interface
vm_interface
```
Both give the user the ability to specify an interface whos IP will be set as the `.HTTPIP` and VMIP respectively.

This is useful when the VM and or the machine executing Packer has multiple interfaces.
Until now Packer would accept the first non-loopback IP as the `.HTTPIP` and VMIP.

I'm open to suggestions and any kind of feedback. 


* Added ability to define the NIC where the HTTPIP is taken from.
* Added VM interface config option
* fmt and documentation
* Moved HTTPInterface into HTTPCommon
* Build Fix
* Documentation Fix"
be7251f185513a26167d2abb6fc131ee9feb0376,False,1,2,3,2,1.5,0,7,7,0.0,0.25,1.0,4466,482,55,1,add option to disable kvm hardware virtualization
f6d362d392f99aa2dcec29ddd61846014e56614b,False,1,2,6,4,3.0,1,5,4,0.0,1.0,1.0,4766,517,56,1,skip Ctx
4178625afb9ca164bae5a174d87de41511e3fba5,False,1,100,13591,2052,135.91,13190,790,-12400,0.6725271114032205,0.5665461715412422,0.1263555701610253,133071,11825,699,449,re-add winrm_no_proxy option. Winrm code needs to be modified in order to read no_proxy env var when client is created rather than when net/http library is instantiated.
fdda18e392a0816a6d9839e39eff3f4e95a3d3ea,False,1,3,9,5,3.0,4,5,1,,,,3095,281,14,1,"Use Trilean for boolean value, and allow for missing values for defaults"
54afe0b880cd4acf05d285013b01d5392038abf7,False,1,3,6,2,2.0,0,6,6,0.0,1.0,1.0,8907,711,14,3,Generating new hcl2specs for proxmox builder.
484960c9d131b42124261453002c295311029734,False,1,15,471,64,31.4,225,264,39,0.0,1.0,0.4827586206896552,12545,1996,336,19,Fixes #4169
230079f73a361d5001c2dc81618e43a0a78531c0,False,1,15,75,19,5.0,58,62,4,,,,12794,2058,302,15,spell fixes
2008c6019aa5ccb99c49a4ec1b87919e7f865b0b,False,1,1,21,21,21.0,4,19,15,1.0,1.0,1.0,1193,165,27,2,Addressing PR remarks
c67d118523bb46128f2a97d687e4723f4151b01b,False,1,22,1161,402,52.77272727272727,603,3209,2606,0.9465648854961832,0.8676844783715013,0.806615776081425,13800,2369,286,82,Update packer to Use ProfitBricks Image Alias feature
a61716d4a4d1a76f28abd4674a0077593e3758c0,False,1,23,1200,296,52.17391304347826,1561,524,-1037,0.3185419968304279,0.09667194928684628,0.45166402535657685,3518,557,82,80,"Merge remote-tracking branch 'upstream/master' into packer-builder-profitbricks

# Conflicts:
#	Godeps/Godeps.json"
df0298c9ae282d07da35cf6d5060936ba283926d,False,1,24,1589,221,66.20833333333333,0,2294,2294,0.6731328806983511,0.7555771096023278,0.8448108632395732,7794,1328,212,143,Packer Builder ProfitBricks
39261f367149c8e76f8d0a73b9e2b28af322cb4a,False,1,3,86,68,28.666666666666668,33,122,89,0.07142857142857142,0.9761904761904762,0.9047619047619048,1710,277,35,4,add hcl2 post processor type that reprepares itself
3d371a2d5dcda5144f018da35157090584d737c6,False,1,2,36,29,18.0,22,912,890,0.20270270270270271,0.9864864864864865,1.0,3436,568,99,5,"Add complete HCL2 examples + allow to name a singular build.source blocks (#9490)

* in the examples/hcl folder
* add possibility to name singular build.source blocks to differentiate their output and to filter on them"
db6c3adbbaaf90090ed1c7a86b629c6c7ee42ee0,False,1,5,102,61,20.4,50,129,79,0.06666666666666667,0.9777777777777777,0.9777777777777777,5441,865,151,12,add hcl2 provisioner type that reprepares itself
ee5635722bd8c34cb114c3cbfe80eafcac78e16a,False,1,6,45,16,7.5,5,40,35,0.0,0.5714285714285714,0.0,8078,1384,231,7,"enable force, debug, and on-error for hcl2 builds"
bfb9df00398f4a1f2ec96675040c68db8e45dd9a,False,1,2,25,23,12.5,19,227,208,0.05825242718446602,0.6699029126213593,0.8640776699029126,5151,896,158,3,fix except flag for JSON and HCL2
9140985ab0d49ea8f5b824051e52dd99ecb3837d,False,1,2,26,20,13.0,4,22,18,0.0,0.0,0.7333333333333333,4859,737,130,3,implement cd_files for qemu builder
b54b778572c4075540f0687cecb396649b383eb2,False,1,2,365,363,182.5,232,834,602,0.021526418786692758,1.0,0.9608610567514677,3312,483,67,7,"major refactor of the step_run. Splits step into two major parts:
- generating defaults
- overriding defaults with user args

The default generation has been shuffled around some, in order to
make sure that any changes to a specific arg happen in one place
to make it easier to reason about those args. Related args have
been moved close to one another.

The deviceArgs and driveArgs were overly complex after several
layers of copy/paste modifications. Careful pruning reduced the
layers of logic and repeated code, to help make it easier to reason
about."
9ac76be190017457b3932f67f2d96147ceefe410,False,1,2,28,15,14.0,23,142,119,0.0,1.0,1.0,3184,481,79,2,clean up step_run
d5a6781fb7cd0cadab9c9ebaa24779758b283a53,False,1,5,427,198,85.4,0,427,427,0.15384615384615385,0.7692307692307693,0.6346153846153846,2827,602,37,12,Add new 'yandex-export' post-processor
9fabad6f1dd8f2718467085a841c89f1612179ca,False,1,5,47,25,9.4,19,34,15,0.0,0.5714285714285714,0.35714285714285715,6299,746,78,7,rebase && some fixes
804fefef17c74dbed2300580ac6922724895f66e,False,1,9,277,67,30.77777777777778,194,178,-16,1.0,1.0,0.2727272727272727,8952,1185,151,12,"yandex-import: allow set custom API endpoint (#9850)

* Separate Access Config from yandex builder Config

* make use of Access Config explicit

* Move `MaxRetries` into AccessConfig

* NewDriverYC use AccessConfig instead Config

* yandex-import PP use common Access Config

Now support set custom API Endpoint

* yandex-export PP use common Access Config

Now support set custom API Endpoint too (as yandex-import)

* fix test

* Tiny doc updates."
478fda12bad9cd5c8f5f793838df7e2242536714,False,1,15,859,232,57.266666666666666,461,710,249,0.2743362831858407,0.8141592920353983,0.7345132743362832,12958,1738,225,29,reuse common configs
0101eb1bb1ef0c0c275049b0cbc15dd05933a596,False,1,2,62,45,31.0,7,93,86,0.2857142857142857,0.2857142857142857,1.0,2613,397,70,2,support merge cloud user-data
2b8fcead23410aa4a3a55a92e79f1aa4395ad683,False,1,1,22,22,22.0,3,24,21,1.0,1.0,1.0,232,53,9,2,support shellscript
379a33de4260a22fc2892863854471e4a3c9ed2d,False,1,14,815,150,58.214285714285715,423,510,87,0.2774869109947644,0.7172774869109948,0.7486910994764397,9737,1275,171,32,yandex/update-dump-method
fceaa9ccf9164885b60dad62cbc606ae659cc887,False,1,3,35,23,11.666666666666666,6,38,32,0.0,0.09090909090909091,0.9090909090909091,2632,456,81,3,"Add retries to Yandex builder

Signed-off-by: Gennady Lipenkov <xgen@yandex-team.ru>"
af333a5de0ea908b033a95fa77ff5c803b67f306,False,1,14,1305,337,93.21428571428571,0,1558,1558,0.2137862137862138,0.45454545454545453,0.9470529470529471,6084,1021,179,46,Initial version
8e4e3145538b1c113de7131ebf5cfa612798ec77,False,1,11,648,268,58.90909090909091,330,384,54,0.7647058823529411,0.6470588235294118,1.0,5644,924,149,33,"Bulk update 'yandex' builder

Squashed commit of the following:

commit ccc020231780179d241d46eef7c0ba103366aed0
Author: Yandex.Cloud Bot <ycloud-bot@yandex.ru>
Date:   Tue Apr 9 14:38:30 2019 +0000

    sync upstream"
1ecd715221f94a05f542dc36cf6587a17f46f488,False,1,22,266,52,12.090909090909092,73,207,134,1.0,1.0,1.0,15827,2447,437,19,refactor code so that packer/version is not a dependency of sdk code or plugin code
e5606d483dcb8efece8f8d2db6454d7cb5abe2f6,False,1,11,2227,1276,202.45454545454547,41,3111,3070,0.31962616822429907,0.6420560747663552,0.9925233644859813,18856,2905,454,94,"builder/googlecompute: add support for oslogin (#9339)


* feat: add support for oslogin

Signed-off-by: Wei Cheng <calvinpohwc@gmail.com>

Co-authored-by: Wilken Rivera <dev@wilkenrivera.com>"
be56632f7ec6ad06572eb36c98fc86bee579a549,False,1,4,151,78,37.75,88,127,39,0.0,1.0,1.0,4395,384,13,4,fix vendoring
1052733fca27bb539bbe5b429bc4738dd73a549a,False,1,5,96,35,19.2,13,194,181,0.10344827586206896,0.646551724137931,0.9482758620689655,4261,733,118,5,"Skip qemu-img convert if format of output file matches format of input file.
This works around an osx bug in qemu-img convert in osx."
50b6c86b1c25b0fcd876a3746a4e491bd3279f86,False,1,1,36,36,36.0,23,13,-10,1.0,1.0,0.0,4348,715,73,1,look at all the IPs of the VM when waiting for an IP
c9b693080a4583c7eee80b2084511d97931d8cba,False,1,5,121,61,24.2,36,95,59,0.0,0.0,0.9047619047619048,5400,855,136,6,Add additional disk support for QEMU builder.
f1f834b8fe59a31edb9e5271e2c4cdb504ea2c97,False,1,1,5,5,5.0,1,4,3,0.0,0.0,1.0,2040,290,50,1,commhostport isn't present if communicator is null; protect casting in a check
1d218d9e655958000661e3cb656dd9794cc2ae0b,False,1,9,269,56,29.88888888888889,127,485,358,0.22340425531914893,1.0,0.8191489361702128,9989,1326,177,14,"add QemuImgArgs option to set specialized flags in qemu-img
convert, resize, and create commands. Add tests. Refactor steps to
not require config pulled from statebag."
f4f731b83c926e9a93ec077d8885e3a1e9e725bb,False,1,9,249,88,27.666666666666668,181,154,-27,0.675,0.0,0.0,4885,868,160,11,Refactor google compute's temporary ssh keygen genertion to use the sshkey package
1046b5ef0983cb01cd15c9155e33a219a6c78f72,False,1,1,7,7,7.0,1,6,5,0.0,1.0,1.0,421,74,12,1,"handle VM clone errors

do not try to cleanup failed VM, it it's not created"
df40ffbe8d1a5049614c863c20014e7cb30f419f,False,1,11,427,110,38.81818181818182,82,436,354,0.4692737430167598,1.0,0.8547486033519553,2441,434,52,20,Add ISO builder which creates an empty VM
b2c6e44c7060675a15c86610bbbfc0c3100d227f,False,1,9,857,271,95.22222222222223,293,564,271,0.06666666666666667,0.6222222222222222,1.0,2852,483,81,28,"Builder (#2)

* the very initial builder: just clones the VM

* removed post-processor

* builder now waits for IP address

* more separated steps

* clean up

* added run and shutdown steps

* added step connecting via ssh

* changed the BuilderId to a proper one

* added shutdown command, only echo works

* added cleanup

* removed wainting for VM to stop, removed error on the non-zero exit status

* removed BuildSuccessFlag

* refactored config structures; fixed interpolation of json template

* the rest of configuration refactoring

* removed duplicated parameters from Config

* removed duplicated parameters drom Config

* changed BuilderId and Artifact

* create a dedicated step for VM hardware configuration

* merged StepSetupCloningEnv into StepCloneVM

* improved cleanup

* added proper handling of 'disconnected' command exit status; added guest os shutdown before halting the machine [in case when no shutdown command is given]

* refactored non-conventional variable and field names

* removed redundant fields from Artifact

* removed the success field at all

* removed ArtifactFiles

* removed unnecessary warnings

* minor change in parameters structure"
22d7851e1f1ec5b7b90d12d62979f0c72243144c,False,1,4,228,69,57.0,101,128,27,1.0,1.0,1.0,2070,347,47,8,Separate configs for connection & cloning
3a0dfa125913216bb962cb42501c013069e493e0,False,1,3,11,6,3.6666666666666665,1,12,11,0.2,0.0,1.0,1544,248,36,3,add option to destroy vm after deploy to content library (#9569)
2240ead39c5c5b640cb6e35401e332bfb3405b92,False,1,6,602,151,100.33333333333333,76,587,511,0.13994169096209913,0.49271137026239065,0.9825072886297376,5198,816,124,19,[azure/chroot] Add shared image output
5c89d22fa2f6a8439379e9db41795ca67ad2ed0f,False,1,4,236,132,59.0,91,203,112,0.9259259259259259,1.0,1.0,4056,568,82,5,generated & docs
